example_id,coverage,target_words,strategy,variant,actual_coverage,comprehensiveness,sufficiency,total_words
84,0.1,1,hierarchical,trimming,1.0,0.51,0.4,6
84,0.1,1,hierarchical,floor,1.0,0.51,0.4,6
84,0.1,1,hierarchical,ceiling,1.0,0.51,0.4,6
84,0.15,1,sum,none,1.0,0.6,0.5,6
84,0.15,1,mean,none,1.0,0.6,0.5,6
84,0.15,1,max,none,1.0,0.6,0.5,6
84,0.15,1,hierarchical,trimming,1.0,0.51,0.4,6
84,0.15,1,hierarchical,floor,1.0,0.51,0.4,6
84,0.15,1,hierarchical,ceiling,1.0,0.51,0.4,6
84,0.2,2,sum,none,1.0,0.6,0.5,6
84,0.2,2,mean,none,1.0,0.6,0.5,6
84,0.2,2,max,none,1.0,0.6,0.5,6
84,0.2,2,hierarchical,trimming,1.0,0.51,0.4,6
84,0.2,2,hierarchical,floor,0.5,0.2975,0.52,6
84,0.2,2,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
84,0.25,2,sum,none,1.0,0.6,0.5,6
84,0.25,2,mean,none,1.0,0.6,0.5,6
84,0.25,2,max,none,1.0,0.6,0.5,6
84,0.25,2,hierarchical,trimming,1.0,0.51,0.4,6
84,0.25,2,hierarchical,floor,0.5,0.2975,0.52,6
84,0.25,2,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
84,0.3,2,sum,none,1.0,0.6,0.5,6
84,0.3,2,mean,none,1.0,0.6,0.5,6
84,0.3,2,max,none,1.0,0.6,0.5,6
84,0.3,2,hierarchical,trimming,1.0,0.51,0.4,6
84,0.3,2,hierarchical,floor,0.5,0.2975,0.52,6
84,0.3,2,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
1117,0.05,2,sum,none,1.0,0.6,0.5,31
1117,0.05,2,mean,none,1.0,0.6,0.5,31
1117,0.05,2,max,none,1.0,0.6,0.5,31
1117,0.05,2,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.05,2,hierarchical,floor,0.0,0.085,0.6400000000000001,31
1117,0.05,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,31
1117,0.1,4,sum,none,1.0,0.6,0.5,31
1117,0.1,4,mean,none,1.0,0.6,0.5,31
1117,0.1,4,max,none,1.0,0.6,0.5,31
1117,0.1,4,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.1,4,hierarchical,floor,0.0,0.085,0.6400000000000001,31
1117,0.1,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,31
1117,0.15,5,sum,none,1.0,0.6,0.5,31
1117,0.15,5,mean,none,1.0,0.6,0.5,31
1117,0.15,5,max,none,1.0,0.6,0.5,31
1117,0.15,5,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.15,5,hierarchical,floor,1.0,0.51,0.4,31
1117,0.15,5,hierarchical,ceiling,1.0,0.51,0.4,31
1117,0.2,7,sum,none,1.0,0.6,0.5,31
1117,0.2,7,mean,none,1.0,0.6,0.5,31
1117,0.2,7,max,none,1.0,0.6,0.5,31
1117,0.2,7,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.2,7,hierarchical,floor,0.7142857142857143,0.3885714285714286,0.46857142857142864,31
1117,0.2,7,hierarchical,ceiling,1.4285714285714286,0.6921428571428572,0.2971428571428572,31
1117,0.25,8,sum,none,1.0,0.6,0.5,31
1117,0.25,8,mean,none,1.0,0.6,0.5,31
1117,0.25,8,max,none,1.0,0.6,0.5,31
1117,0.25,8,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.25,8,hierarchical,floor,0.625,0.35062499999999996,0.49000000000000005,31
1117,0.25,8,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,31
1117,0.3,10,sum,none,1.0,0.6,0.5,31
1117,0.3,10,mean,none,1.0,0.6,0.5,31
1117,0.3,10,max,none,1.0,0.6,0.5,31
1117,0.3,10,hierarchical,trimming,1.0,0.51,0.4,31
1117,0.3,10,hierarchical,floor,1.0,0.51,0.4,31
1117,0.3,10,hierarchical,ceiling,1.0,0.51,0.4,31
393,0.05,1,sum,none,1.0,0.6,0.5,14
393,0.05,1,mean,none,1.0,0.6,0.5,14
393,0.05,1,max,none,1.0,0.6,0.5,14
393,0.05,1,hierarchical,trimming,1.0,0.51,0.4,14
393,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,14
393,0.05,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,14
393,0.1,2,sum,none,1.0,0.6,0.5,14
393,0.1,2,mean,none,1.0,0.6,0.5,14
393,0.1,2,max,none,1.0,0.6,0.5,14
393,0.1,2,hierarchical,trimming,1.0,0.51,0.4,14
393,0.1,2,hierarchical,floor,1.0,0.51,0.4,14
393,0.1,2,hierarchical,ceiling,1.0,0.51,0.4,14
393,0.15,3,sum,none,1.0,0.6,0.5,14
393,0.15,3,mean,none,1.0,0.6,0.5,14
393,0.15,3,max,none,1.0,0.6,0.5,14
393,0.15,3,hierarchical,trimming,1.0,0.51,0.4,14
393,0.15,3,hierarchical,floor,0.6666666666666666,0.36833333333333335,0.4800000000000001,14
393,0.15,3,hierarchical,ceiling,2.3333333333333335,1.0766666666666669,0.07999999999999999,14
393,0.2,3,sum,none,1.0,0.6,0.5,14
393,0.2,3,mean,none,1.0,0.6,0.5,14
393,0.2,3,max,none,1.0,0.6,0.5,14
393,0.2,3,hierarchical,trimming,1.0,0.51,0.4,14
393,0.2,3,hierarchical,floor,0.6666666666666666,0.36833333333333335,0.4800000000000001,14
393,0.2,3,hierarchical,ceiling,2.3333333333333335,1.0766666666666669,0.07999999999999999,14
393,0.25,4,sum,none,1.0,0.6,0.5,14
393,0.25,4,mean,none,1.0,0.6,0.5,14
393,0.25,4,max,none,1.0,0.6,0.5,14
393,0.25,4,hierarchical,trimming,1.0,0.51,0.4,14
393,0.25,4,hierarchical,floor,0.5,0.2975,0.52,14
393,0.25,4,hierarchical,ceiling,1.75,0.82875,0.22000000000000003,14
393,0.3,5,sum,none,1.0,0.6,0.5,14
393,0.3,5,mean,none,1.0,0.6,0.5,14
393,0.3,5,max,none,1.0,0.6,0.5,14
393,0.3,5,hierarchical,trimming,1.0,0.51,0.4,14
393,0.3,5,hierarchical,floor,0.4,0.255,0.544,14
393,0.3,5,hierarchical,ceiling,1.4,0.6799999999999999,0.30400000000000005,14
33,0.05,3,sum,none,1.0,0.6,0.5,56
33,0.05,3,mean,none,1.0,0.6,0.5,56
33,0.05,3,max,none,1.0,0.6,0.5,56
33,0.05,3,hierarchical,trimming,1.0,0.51,0.4,56
33,0.05,3,hierarchical,floor,0.0,0.085,0.6400000000000001,56
33,0.05,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,56
33,0.1,6,sum,none,1.0,0.6,0.5,56
33,0.1,6,mean,none,1.0,0.6,0.5,56
33,0.1,6,max,none,1.0,0.6,0.5,56
33,0.1,6,hierarchical,trimming,1.0,0.51,0.4,56
33,0.1,6,hierarchical,floor,0.8333333333333334,0.4391666666666667,0.44000000000000006,56
33,0.1,6,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,56
33,0.15,9,sum,none,1.0,0.6,0.5,56
33,0.15,9,mean,none,1.0,0.6,0.5,56
33,0.15,9,max,none,1.0,0.6,0.5,56
33,0.15,9,hierarchical,trimming,1.0,0.51,0.4,56
33,0.15,9,hierarchical,floor,0.5555555555555556,0.32111111111111107,0.5066666666666667,56
33,0.15,9,hierarchical,ceiling,1.1111111111111112,0.5572222222222222,0.3733333333333334,56
33,0.2,12,sum,none,1.0,0.6,0.5,56
33,0.2,12,mean,none,1.0,0.6,0.5,56
33,0.2,12,max,none,1.0,0.6,0.5,56
33,0.2,12,hierarchical,trimming,1.0,0.51,0.4,56
33,0.2,12,hierarchical,floor,1.0,0.51,0.4,56
33,0.2,12,hierarchical,ceiling,1.0,0.51,0.4,56
33,0.25,14,sum,none,1.0,0.6,0.5,56
33,0.25,14,mean,none,1.0,0.6,0.5,56
33,0.25,14,max,none,1.0,0.6,0.5,56
33,0.25,14,hierarchical,trimming,1.0,0.51,0.4,56
33,0.25,14,hierarchical,floor,0.8571428571428571,0.4492857142857143,0.4342857142857144,56
33,0.25,14,hierarchical,ceiling,1.2142857142857142,0.6010714285714285,0.34857142857142864,56
33,0.3,17,sum,none,1.0,0.6,0.5,56
33,0.3,17,mean,none,1.0,0.6,0.5,56
33,0.3,17,max,none,1.0,0.6,0.5,56
33,0.3,17,hierarchical,trimming,1.0,0.51,0.4,56
33,0.3,17,hierarchical,floor,1.0,0.51,0.4,56
33,0.3,17,hierarchical,ceiling,1.0,0.51,0.4,56
1370,0.05,1,sum,none,1.0,0.6,0.5,18
1370,0.05,1,mean,none,1.0,0.6,0.5,18
1370,0.05,1,max,none,1.0,0.6,0.5,18
1370,0.05,1,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,18
1370,0.05,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,18
1370,0.1,2,sum,none,1.0,0.6,0.5,18
1370,0.1,2,mean,none,1.0,0.6,0.5,18
1370,0.1,2,max,none,1.0,0.6,0.5,18
1370,0.1,2,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.1,2,hierarchical,floor,0.0,0.085,0.6400000000000001,18
1370,0.1,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,18
1370,0.15,3,sum,none,1.0,0.6,0.5,18
1370,0.15,3,mean,none,1.0,0.6,0.5,18
1370,0.15,3,max,none,1.0,0.6,0.5,18
1370,0.15,3,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.15,3,hierarchical,floor,0.0,0.085,0.6400000000000001,18
1370,0.15,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,18
1370,0.2,4,sum,none,1.0,0.6,0.5,18
1370,0.2,4,mean,none,1.0,0.6,0.5,18
1370,0.2,4,max,none,1.0,0.6,0.5,18
1370,0.2,4,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.2,4,hierarchical,floor,0.0,0.085,0.6400000000000001,18
1370,0.2,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,18
1370,0.25,5,sum,none,1.0,0.6,0.5,18
1370,0.25,5,mean,none,1.0,0.6,0.5,18
1370,0.25,5,max,none,1.0,0.6,0.5,18
1370,0.25,5,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.25,5,hierarchical,floor,1.0,0.51,0.4,18
1370,0.25,5,hierarchical,ceiling,1.0,0.51,0.4,18
1370,0.3,6,sum,none,1.0,0.6,0.5,18
1370,0.3,6,mean,none,1.0,0.6,0.5,18
1370,0.3,6,max,none,1.0,0.6,0.5,18
1370,0.3,6,hierarchical,trimming,1.0,0.51,0.4,18
1370,0.3,6,hierarchical,floor,0.8333333333333334,0.4391666666666667,0.44000000000000006,18
1370,0.3,6,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,18
3313,0.05,1,sum,none,1.0,0.6,0.5,6
3313,0.05,1,mean,none,1.0,0.6,0.5,6
3313,0.05,1,max,none,1.0,0.6,0.5,6
3313,0.05,1,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.05,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
3313,0.1,1,sum,none,1.0,0.6,0.5,6
3313,0.1,1,mean,none,1.0,0.6,0.5,6
3313,0.1,1,max,none,1.0,0.6,0.5,6
3313,0.1,1,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.1,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
3313,0.15,1,sum,none,1.0,0.6,0.5,6
3313,0.15,1,mean,none,1.0,0.6,0.5,6
3313,0.15,1,max,none,1.0,0.6,0.5,6
3313,0.15,1,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.15,1,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.15,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,6
3313,0.2,2,sum,none,1.0,0.6,0.5,6
3313,0.2,2,mean,none,1.0,0.6,0.5,6
3313,0.2,2,max,none,1.0,0.6,0.5,6
3313,0.2,2,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.2,2,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.2,2,hierarchical,ceiling,1.5,0.7224999999999999,0.2800000000000001,6
3313,0.25,2,sum,none,1.0,0.6,0.5,6
3313,0.25,2,mean,none,1.0,0.6,0.5,6
3313,0.25,2,max,none,1.0,0.6,0.5,6
3313,0.25,2,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.25,2,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.25,2,hierarchical,ceiling,1.5,0.7224999999999999,0.2800000000000001,6
3313,0.3,2,sum,none,1.0,0.6,0.5,6
3313,0.3,2,mean,none,1.0,0.6,0.5,6
3313,0.3,2,max,none,1.0,0.6,0.5,6
3313,0.3,2,hierarchical,trimming,1.0,0.51,0.4,6
3313,0.3,2,hierarchical,floor,0.0,0.085,0.6400000000000001,6
3313,0.3,2,hierarchical,ceiling,1.5,0.7224999999999999,0.2800000000000001,6
2796,0.05,1,sum,none,1.0,0.6,0.5,2
2796,0.05,1,mean,none,1.0,0.6,0.5,2
2796,0.05,1,max,none,1.0,0.6,0.5,2
2796,0.05,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.05,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2796,0.1,1,sum,none,1.0,0.6,0.5,2
2796,0.1,1,mean,none,1.0,0.6,0.5,2
2796,0.1,1,max,none,1.0,0.6,0.5,2
2796,0.1,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.1,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2796,0.15,1,sum,none,1.0,0.6,0.5,2
2796,0.15,1,mean,none,1.0,0.6,0.5,2
2796,0.15,1,max,none,1.0,0.6,0.5,2
2796,0.15,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.15,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.15,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2796,0.2,1,sum,none,1.0,0.6,0.5,2
2796,0.2,1,mean,none,1.0,0.6,0.5,2
2796,0.2,1,max,none,1.0,0.6,0.5,2
2796,0.2,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.2,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.2,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2796,0.25,1,sum,none,1.0,0.6,0.5,2
2796,0.25,1,mean,none,1.0,0.6,0.5,2
2796,0.25,1,max,none,1.0,0.6,0.5,2
2796,0.25,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.25,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.25,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
2796,0.3,1,sum,none,1.0,0.6,0.5,2
2796,0.3,1,mean,none,1.0,0.6,0.5,2
2796,0.3,1,max,none,1.0,0.6,0.5,2
2796,0.3,1,hierarchical,trimming,1.0,0.51,0.4,2
2796,0.3,1,hierarchical,floor,0.0,0.085,0.6400000000000001,2
2796,0.3,1,hierarchical,ceiling,2.0,0.935,0.16000000000000006,2
4099,0.05,1,sum,none,1.0,0.6,0.5,1
4099,0.05,1,mean,none,1.0,0.6,0.5,1
4099,0.05,1,max,none,1.0,0.6,0.5,1
4099,0.05,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.05,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.05,1,hierarchical,ceiling,1.0,0.51,0.4,1
4099,0.1,1,sum,none,1.0,0.6,0.5,1
4099,0.1,1,mean,none,1.0,0.6,0.5,1
4099,0.1,1,max,none,1.0,0.6,0.5,1
4099,0.1,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.1,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.1,1,hierarchical,ceiling,1.0,0.51,0.4,1
4099,0.15,1,sum,none,1.0,0.6,0.5,1
4099,0.15,1,mean,none,1.0,0.6,0.5,1
4099,0.15,1,max,none,1.0,0.6,0.5,1
4099,0.15,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.15,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.15,1,hierarchical,ceiling,1.0,0.51,0.4,1
4099,0.2,1,sum,none,1.0,0.6,0.5,1
4099,0.2,1,mean,none,1.0,0.6,0.5,1
4099,0.2,1,max,none,1.0,0.6,0.5,1
4099,0.2,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.2,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.2,1,hierarchical,ceiling,1.0,0.51,0.4,1
4099,0.25,1,sum,none,1.0,0.6,0.5,1
4099,0.25,1,mean,none,1.0,0.6,0.5,1
4099,0.25,1,max,none,1.0,0.6,0.5,1
4099,0.25,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.25,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.25,1,hierarchical,ceiling,1.0,0.51,0.4,1
4099,0.3,1,sum,none,1.0,0.6,0.5,1
4099,0.3,1,mean,none,1.0,0.6,0.5,1
4099,0.3,1,max,none,1.0,0.6,0.5,1
4099,0.3,1,hierarchical,trimming,1.0,0.51,0.4,1
4099,0.3,1,hierarchical,floor,1.0,0.51,0.4,1
4099,0.3,1,hierarchical,ceiling,1.0,0.51,0.4,1
3039,0.05,1,sum,none,1.0,0.6,0.5,8
3039,0.05,1,mean,none,1.0,0.6,0.5,8
3039,0.05,1,max,none,1.0,0.6,0.5,8
3039,0.05,1,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.05,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,8
3039,0.1,1,sum,none,1.0,0.6,0.5,8
3039,0.1,1,mean,none,1.0,0.6,0.5,8
3039,0.1,1,max,none,1.0,0.6,0.5,8
3039,0.1,1,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.1,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,8
3039,0.15,2,sum,none,1.0,0.6,0.5,8
3039,0.15,2,mean,none,1.0,0.6,0.5,8
3039,0.15,2,max,none,1.0,0.6,0.5,8
3039,0.15,2,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.15,2,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.15,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,8
3039,0.2,2,sum,none,1.0,0.6,0.5,8
3039,0.2,2,mean,none,1.0,0.6,0.5,8
3039,0.2,2,max,none,1.0,0.6,0.5,8
3039,0.2,2,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.2,2,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.2,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,8
3039,0.25,2,sum,none,1.0,0.6,0.5,8
3039,0.25,2,mean,none,1.0,0.6,0.5,8
3039,0.25,2,max,none,1.0,0.6,0.5,8
3039,0.25,2,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.25,2,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.25,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,8
3039,0.3,3,sum,none,1.0,0.6,0.5,8
3039,0.3,3,mean,none,1.0,0.6,0.5,8
3039,0.3,3,max,none,1.0,0.6,0.5,8
3039,0.3,3,hierarchical,trimming,1.0,0.51,0.4,8
3039,0.3,3,hierarchical,floor,0.0,0.085,0.6400000000000001,8
3039,0.3,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,8
4366,0.05,1,sum,none,1.0,0.6,0.5,4
4366,0.05,1,mean,none,1.0,0.6,0.5,4
4366,0.05,1,max,none,1.0,0.6,0.5,4
4366,0.05,1,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.05,1,hierarchical,ceiling,4.0,1.785,-0.31999999999999995,4
4366,0.1,1,sum,none,1.0,0.6,0.5,4
4366,0.1,1,mean,none,1.0,0.6,0.5,4
4366,0.1,1,max,none,1.0,0.6,0.5,4
4366,0.1,1,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.1,1,hierarchical,ceiling,4.0,1.785,-0.31999999999999995,4
4366,0.15,1,sum,none,1.0,0.6,0.5,4
4366,0.15,1,mean,none,1.0,0.6,0.5,4
4366,0.15,1,max,none,1.0,0.6,0.5,4
4366,0.15,1,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.15,1,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.15,1,hierarchical,ceiling,4.0,1.785,-0.31999999999999995,4
4366,0.2,1,sum,none,1.0,0.6,0.5,4
4366,0.2,1,mean,none,1.0,0.6,0.5,4
4366,0.2,1,max,none,1.0,0.6,0.5,4
4366,0.2,1,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.2,1,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.2,1,hierarchical,ceiling,4.0,1.785,-0.31999999999999995,4
4366,0.25,1,sum,none,1.0,0.6,0.5,4
4366,0.25,1,mean,none,1.0,0.6,0.5,4
4366,0.25,1,max,none,1.0,0.6,0.5,4
4366,0.25,1,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.25,1,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.25,1,hierarchical,ceiling,4.0,1.785,-0.31999999999999995,4
4366,0.3,2,sum,none,1.0,0.6,0.5,4
4366,0.3,2,mean,none,1.0,0.6,0.5,4
4366,0.3,2,max,none,1.0,0.6,0.5,4
4366,0.3,2,hierarchical,trimming,1.0,0.51,0.4,4
4366,0.3,2,hierarchical,floor,0.0,0.085,0.6400000000000001,4
4366,0.3,2,hierarchical,ceiling,2.0,0.935,0.16000000000000006,4
373,0.05,1,sum,none,1.0,0.6,0.5,3
373,0.05,1,mean,none,1.0,0.6,0.5,3
373,0.05,1,max,none,1.0,0.6,0.5,3
373,0.05,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.05,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
373,0.1,1,sum,none,1.0,0.6,0.5,3
373,0.1,1,mean,none,1.0,0.6,0.5,3
373,0.1,1,max,none,1.0,0.6,0.5,3
373,0.1,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.1,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
373,0.15,1,sum,none,1.0,0.6,0.5,3
373,0.15,1,mean,none,1.0,0.6,0.5,3
373,0.15,1,max,none,1.0,0.6,0.5,3
373,0.15,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.15,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.15,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
373,0.2,1,sum,none,1.0,0.6,0.5,3
373,0.2,1,mean,none,1.0,0.6,0.5,3
373,0.2,1,max,none,1.0,0.6,0.5,3
373,0.2,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.2,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.2,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
373,0.25,1,sum,none,1.0,0.6,0.5,3
373,0.25,1,mean,none,1.0,0.6,0.5,3
373,0.25,1,max,none,1.0,0.6,0.5,3
373,0.25,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.25,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.25,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
373,0.3,1,sum,none,1.0,0.6,0.5,3
373,0.3,1,mean,none,1.0,0.6,0.5,3
373,0.3,1,max,none,1.0,0.6,0.5,3
373,0.3,1,hierarchical,trimming,1.0,0.51,0.4,3
373,0.3,1,hierarchical,floor,0.0,0.085,0.6400000000000001,3
373,0.3,1,hierarchical,ceiling,3.0,1.36,-0.0799999999999999,3
3565,0.05,1,sum,none,1.0,0.6,0.5,13
3565,0.05,1,mean,none,1.0,0.6,0.5,13
3565,0.05,1,max,none,1.0,0.6,0.5,13
3565,0.05,1,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.05,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,13
3565,0.1,2,sum,none,1.0,0.6,0.5,13
3565,0.1,2,mean,none,1.0,0.6,0.5,13
3565,0.1,2,max,none,1.0,0.6,0.5,13
3565,0.1,2,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.1,2,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.1,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,13
3565,0.15,2,sum,none,1.0,0.6,0.5,13
3565,0.15,2,mean,none,1.0,0.6,0.5,13
3565,0.15,2,max,none,1.0,0.6,0.5,13
3565,0.15,2,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.15,2,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.15,2,hierarchical,ceiling,2.5,1.1475,0.040000000000000036,13
3565,0.2,3,sum,none,1.0,0.6,0.5,13
3565,0.2,3,mean,none,1.0,0.6,0.5,13
3565,0.2,3,max,none,1.0,0.6,0.5,13
3565,0.2,3,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.2,3,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.2,3,hierarchical,ceiling,1.6666666666666667,0.7933333333333333,0.24000000000000005,13
3565,0.25,4,sum,none,1.0,0.6,0.5,13
3565,0.25,4,mean,none,1.0,0.6,0.5,13
3565,0.25,4,max,none,1.0,0.6,0.5,13
3565,0.25,4,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.25,4,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.25,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,13
3565,0.3,4,sum,none,1.0,0.6,0.5,13
3565,0.3,4,mean,none,1.0,0.6,0.5,13
3565,0.3,4,max,none,1.0,0.6,0.5,13
3565,0.3,4,hierarchical,trimming,1.0,0.51,0.4,13
3565,0.3,4,hierarchical,floor,0.0,0.085,0.6400000000000001,13
3565,0.3,4,hierarchical,ceiling,1.25,0.61625,0.3400000000000001,13
2172,0.05,1,sum,none,1.0,0.6,0.5,7
2172,0.05,1,mean,none,1.0,0.6,0.5,7
2172,0.05,1,max,none,1.0,0.6,0.5,7
2172,0.05,1,hierarchical,trimming,1.0,0.51,0.4,7
2172,0.05,1,hierarchical,floor,0.0,0.085,0.6400000000000001,7
2172,0.05,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,7
2172,0.1,1,sum,none,1.0,0.6,0.5,7
2172,0.1,1,mean,none,1.0,0.6,0.5,7
2172,0.1,1,max,none,1.0,0.6,0.5,7
2172,0.1,1,hierarchical,trimming,1.0,0.51,0.4,7
2172,0.1,1,hierarchical,floor,0.0,0.085,0.6400000000000001,7
2172,0.1,1,hierarchical,ceiling,5.0,2.21,-0.5599999999999999,7
2172,0.15,2,sum,none,1.0,0.6,0.5,7
2172,0.15,2,mean,none,1.0,0.6,0.5,7
