model,attribution_method,example_id,warning_type,details
BanglaBERT,Integrated Gradients,638,word_reconstruction_mismatch,"reconstructed length=35, original length=41"
BanglaBERT,Integrated Gradients,639,word_reconstruction_mismatch,"reconstructed length=61, original length=76"
BanglaBERT,Integrated Gradients,640,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,641,word_reconstruction_mismatch,"reconstructed length=18, original length=22"
BanglaBERT,Integrated Gradients,642,word_reconstruction_mismatch,"reconstructed length=40, original length=46"
BanglaBERT,Integrated Gradients,643,word_reconstruction_mismatch,"reconstructed length=30, original length=38"
BanglaBERT,Integrated Gradients,644,word_reconstruction_mismatch,"reconstructed length=26, original length=32"
BanglaBERT,Integrated Gradients,645,word_reconstruction_mismatch,"reconstructed length=17, original length=21"
BanglaBERT,Integrated Gradients,646,word_reconstruction_mismatch,"reconstructed length=16, original length=20"
BanglaBERT,Integrated Gradients,647,word_reconstruction_mismatch,"reconstructed length=36, original length=43"
BanglaBERT,Integrated Gradients,648,word_reconstruction_mismatch,"reconstructed length=38, original length=48"
BanglaBERT,Integrated Gradients,649,word_reconstruction_mismatch,"reconstructed length=39, original length=47"
BanglaBERT,Integrated Gradients,650,word_reconstruction_mismatch,"reconstructed length=65, original length=76"
BanglaBERT,Integrated Gradients,651,word_reconstruction_mismatch,"reconstructed length=24, original length=28"
BanglaBERT,Integrated Gradients,652,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,653,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,654,word_reconstruction_mismatch,"reconstructed length=123, original length=150"
BanglaBERT,Integrated Gradients,655,word_reconstruction_mismatch,"reconstructed length=7, original length=9"
BanglaBERT,Integrated Gradients,656,word_reconstruction_mismatch,"reconstructed length=192, original length=241"
BanglaBERT,Integrated Gradients,657,word_reconstruction_mismatch,"reconstructed length=53, original length=65"
BanglaBERT,Integrated Gradients,658,word_reconstruction_mismatch,"reconstructed length=27, original length=32"
BanglaBERT,Integrated Gradients,659,word_reconstruction_mismatch,"reconstructed length=229, original length=275"
BanglaBERT,Integrated Gradients,660,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,661,word_reconstruction_mismatch,"reconstructed length=41, original length=52"
BanglaBERT,Integrated Gradients,662,word_reconstruction_mismatch,"reconstructed length=45, original length=54"
BanglaBERT,Integrated Gradients,663,word_reconstruction_mismatch,"reconstructed length=32, original length=39"
BanglaBERT,Integrated Gradients,664,word_reconstruction_mismatch,"reconstructed length=130, original length=158"
BanglaBERT,Integrated Gradients,665,word_reconstruction_mismatch,"reconstructed length=50, original length=62"
BanglaBERT,Integrated Gradients,666,word_reconstruction_mismatch,"reconstructed length=47, original length=54"
BanglaBERT,Integrated Gradients,667,word_reconstruction_mismatch,"reconstructed length=77, original length=94"
BanglaBERT,Integrated Gradients,668,word_reconstruction_mismatch,"reconstructed length=117, original length=145"
BanglaBERT,Integrated Gradients,669,word_reconstruction_mismatch,"reconstructed length=44, original length=55"
BanglaBERT,Integrated Gradients,670,word_reconstruction_mismatch,"reconstructed length=47, original length=57"
BanglaBERT,Integrated Gradients,671,word_reconstruction_mismatch,"reconstructed length=23, original length=27"
BanglaBERT,Integrated Gradients,672,word_reconstruction_mismatch,"reconstructed length=60, original length=73"
BanglaBERT,Integrated Gradients,673,word_reconstruction_mismatch,"reconstructed length=121, original length=150"
BanglaBERT,Integrated Gradients,674,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,675,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,676,word_reconstruction_mismatch,"reconstructed length=17, original length=20"
BanglaBERT,Integrated Gradients,677,word_reconstruction_mismatch,"reconstructed length=24, original length=29"
BanglaBERT,Integrated Gradients,678,word_reconstruction_mismatch,"reconstructed length=63, original length=75"
BanglaBERT,Integrated Gradients,679,word_reconstruction_mismatch,"reconstructed length=75, original length=93"
BanglaBERT,Integrated Gradients,680,word_reconstruction_mismatch,"reconstructed length=35, original length=43"
BanglaBERT,Integrated Gradients,681,word_reconstruction_mismatch,"reconstructed length=34, original length=39"
BanglaBERT,Integrated Gradients,682,word_reconstruction_mismatch,"reconstructed length=27, original length=32"
BanglaBERT,Integrated Gradients,683,word_reconstruction_mismatch,"reconstructed length=16, original length=18"
BanglaBERT,Integrated Gradients,684,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,685,word_reconstruction_mismatch,"reconstructed length=24, original length=29"
BanglaBERT,Integrated Gradients,686,word_reconstruction_mismatch,"reconstructed length=52, original length=61"
BanglaBERT,Integrated Gradients,687,word_reconstruction_mismatch,"reconstructed length=56, original length=69"
BanglaBERT,Integrated Gradients,689,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,690,word_reconstruction_mismatch,"reconstructed length=53, original length=64"
BanglaBERT,Integrated Gradients,691,word_reconstruction_mismatch,"reconstructed length=16, original length=18"
BanglaBERT,Integrated Gradients,692,word_reconstruction_mismatch,"reconstructed length=10, original length=11"
BanglaBERT,Integrated Gradients,693,word_reconstruction_mismatch,"reconstructed length=67, original length=78"
BanglaBERT,Integrated Gradients,694,word_reconstruction_mismatch,"reconstructed length=28, original length=32"
BanglaBERT,Integrated Gradients,695,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,696,word_reconstruction_mismatch,"reconstructed length=23, original length=28"
BanglaBERT,Integrated Gradients,697,word_reconstruction_mismatch,"reconstructed length=63, original length=76"
BanglaBERT,Integrated Gradients,698,word_reconstruction_mismatch,"reconstructed length=27, original length=32"
BanglaBERT,Integrated Gradients,699,word_reconstruction_mismatch,"reconstructed length=169, original length=205"
BanglaBERT,Integrated Gradients,700,word_reconstruction_mismatch,"reconstructed length=34, original length=40"
BanglaBERT,Integrated Gradients,701,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,702,word_reconstruction_mismatch,"reconstructed length=90, original length=110"
BanglaBERT,Integrated Gradients,703,word_reconstruction_mismatch,"reconstructed length=92, original length=107"
BanglaBERT,Integrated Gradients,704,word_reconstruction_mismatch,"reconstructed length=37, original length=46"
BanglaBERT,Integrated Gradients,705,word_reconstruction_mismatch,"reconstructed length=59, original length=68"
BanglaBERT,Integrated Gradients,706,word_reconstruction_mismatch,"reconstructed length=38, original length=44"
BanglaBERT,Integrated Gradients,707,word_reconstruction_mismatch,"reconstructed length=50, original length=60"
BanglaBERT,Integrated Gradients,708,word_reconstruction_mismatch,"reconstructed length=25, original length=33"
BanglaBERT,Integrated Gradients,709,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,710,word_reconstruction_mismatch,"reconstructed length=25, original length=33"
BanglaBERT,Integrated Gradients,711,word_reconstruction_mismatch,"reconstructed length=85, original length=99"
BanglaBERT,Integrated Gradients,712,word_reconstruction_mismatch,"reconstructed length=70, original length=84"
BanglaBERT,Integrated Gradients,713,word_reconstruction_mismatch,"reconstructed length=43, original length=50"
BanglaBERT,Integrated Gradients,714,word_reconstruction_mismatch,"reconstructed length=309, original length=377"
BanglaBERT,Integrated Gradients,715,word_reconstruction_mismatch,"reconstructed length=32, original length=38"
BanglaBERT,Integrated Gradients,716,word_reconstruction_mismatch,"reconstructed length=136, original length=171"
BanglaBERT,Integrated Gradients,717,word_reconstruction_mismatch,"reconstructed length=64, original length=76"
BanglaBERT,Integrated Gradients,718,word_reconstruction_mismatch,"reconstructed length=36, original length=44"
BanglaBERT,Integrated Gradients,719,word_reconstruction_mismatch,"reconstructed length=19, original length=23"
BanglaBERT,Integrated Gradients,720,word_reconstruction_mismatch,"reconstructed length=39, original length=44"
BanglaBERT,Integrated Gradients,721,word_reconstruction_mismatch,"reconstructed length=12, original length=14"
BanglaBERT,Integrated Gradients,722,word_reconstruction_mismatch,"reconstructed length=12, original length=14"
BanglaBERT,Integrated Gradients,723,word_reconstruction_mismatch,"reconstructed length=10, original length=11"
BanglaBERT,Integrated Gradients,724,word_reconstruction_mismatch,"reconstructed length=17, original length=19"
BanglaBERT,Integrated Gradients,725,word_reconstruction_mismatch,"reconstructed length=35, original length=42"
BanglaBERT,Integrated Gradients,726,word_reconstruction_mismatch,"reconstructed length=15, original length=18"
BanglaBERT,Integrated Gradients,727,word_reconstruction_mismatch,"reconstructed length=50, original length=61"
BanglaBERT,Integrated Gradients,728,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,729,word_reconstruction_mismatch,"reconstructed length=15, original length=18"
BanglaBERT,Integrated Gradients,730,word_reconstruction_mismatch,"reconstructed length=51, original length=61"
BanglaBERT,Integrated Gradients,731,word_reconstruction_mismatch,"reconstructed length=34, original length=42"
BanglaBERT,Integrated Gradients,732,word_reconstruction_mismatch,"reconstructed length=45, original length=54"
BanglaBERT,Integrated Gradients,733,word_reconstruction_mismatch,"reconstructed length=10, original length=12"
BanglaBERT,Integrated Gradients,734,word_reconstruction_mismatch,"reconstructed length=33, original length=41"
BanglaBERT,Integrated Gradients,735,word_reconstruction_mismatch,"reconstructed length=44, original length=55"
BanglaBERT,Integrated Gradients,736,word_reconstruction_mismatch,"reconstructed length=53, original length=62"
BanglaBERT,Integrated Gradients,737,word_reconstruction_mismatch,"reconstructed length=29, original length=36"
BanglaBERT,Integrated Gradients,738,word_reconstruction_mismatch,"reconstructed length=52, original length=64"
BanglaBERT,Integrated Gradients,739,word_reconstruction_mismatch,"reconstructed length=87, original length=104"
BanglaBERT,Integrated Gradients,740,word_reconstruction_mismatch,"reconstructed length=46, original length=56"
BanglaBERT,Integrated Gradients,741,word_reconstruction_mismatch,"reconstructed length=79, original length=98"
BanglaBERT,Integrated Gradients,742,word_reconstruction_mismatch,"reconstructed length=43, original length=52"
BanglaBERT,Integrated Gradients,743,word_reconstruction_mismatch,"reconstructed length=31, original length=39"
BanglaBERT,Integrated Gradients,744,word_reconstruction_mismatch,"reconstructed length=17, original length=20"
BanglaBERT,Integrated Gradients,745,word_reconstruction_mismatch,"reconstructed length=41, original length=50"
BanglaBERT,Integrated Gradients,746,word_reconstruction_mismatch,"reconstructed length=39, original length=47"
BanglaBERT,Integrated Gradients,747,word_reconstruction_mismatch,"reconstructed length=31, original length=37"
BanglaBERT,Integrated Gradients,748,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,749,word_reconstruction_mismatch,"reconstructed length=52, original length=64"
BanglaBERT,Integrated Gradients,750,word_reconstruction_mismatch,"reconstructed length=79, original length=96"
BanglaBERT,Integrated Gradients,751,word_reconstruction_mismatch,"reconstructed length=147, original length=179"
BanglaBERT,Integrated Gradients,752,word_reconstruction_mismatch,"reconstructed length=139, original length=169"
BanglaBERT,Integrated Gradients,753,word_reconstruction_mismatch,"reconstructed length=46, original length=53"
BanglaBERT,Integrated Gradients,754,word_reconstruction_mismatch,"reconstructed length=31, original length=36"
BanglaBERT,Integrated Gradients,755,word_reconstruction_mismatch,"reconstructed length=29, original length=35"
BanglaBERT,Integrated Gradients,756,word_reconstruction_mismatch,"reconstructed length=157, original length=192"
BanglaBERT,Integrated Gradients,757,word_reconstruction_mismatch,"reconstructed length=66, original length=82"
BanglaBERT,Integrated Gradients,758,word_reconstruction_mismatch,"reconstructed length=22, original length=26"
BanglaBERT,Integrated Gradients,759,word_reconstruction_mismatch,"reconstructed length=69, original length=84"
BanglaBERT,Integrated Gradients,760,word_reconstruction_mismatch,"reconstructed length=100, original length=123"
BanglaBERT,Integrated Gradients,761,word_reconstruction_mismatch,"reconstructed length=18, original length=22"
BanglaBERT,Integrated Gradients,762,word_reconstruction_mismatch,"reconstructed length=67, original length=79"
BanglaBERT,Integrated Gradients,763,word_reconstruction_mismatch,"reconstructed length=56, original length=69"
BanglaBERT,Integrated Gradients,764,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,765,word_reconstruction_mismatch,"reconstructed length=44, original length=52"
BanglaBERT,Integrated Gradients,766,word_reconstruction_mismatch,"reconstructed length=34, original length=39"
BanglaBERT,Integrated Gradients,767,word_reconstruction_mismatch,"reconstructed length=30, original length=35"
BanglaBERT,Integrated Gradients,768,word_reconstruction_mismatch,"reconstructed length=14, original length=17"
BanglaBERT,Integrated Gradients,769,word_reconstruction_mismatch,"reconstructed length=11, original length=13"
BanglaBERT,Integrated Gradients,770,word_reconstruction_mismatch,"reconstructed length=72, original length=92"
BanglaBERT,Integrated Gradients,771,word_reconstruction_mismatch,"reconstructed length=58, original length=71"
BanglaBERT,Integrated Gradients,772,word_reconstruction_mismatch,"reconstructed length=33, original length=38"
BanglaBERT,Integrated Gradients,773,word_reconstruction_mismatch,"reconstructed length=44, original length=52"
BanglaBERT,Integrated Gradients,774,word_reconstruction_mismatch,"reconstructed length=45, original length=54"
BanglaBERT,Integrated Gradients,775,word_reconstruction_mismatch,"reconstructed length=42, original length=49"
BanglaBERT,Integrated Gradients,776,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,777,word_reconstruction_mismatch,"reconstructed length=21, original length=24"
BanglaBERT,Integrated Gradients,778,word_reconstruction_mismatch,"reconstructed length=27, original length=31"
BanglaBERT,Integrated Gradients,779,word_reconstruction_mismatch,"reconstructed length=35, original length=41"
BanglaBERT,Integrated Gradients,780,word_reconstruction_mismatch,"reconstructed length=45, original length=58"
BanglaBERT,Integrated Gradients,781,word_reconstruction_mismatch,"reconstructed length=60, original length=73"
BanglaBERT,Integrated Gradients,782,word_reconstruction_mismatch,"reconstructed length=51, original length=62"
BanglaBERT,Integrated Gradients,783,word_reconstruction_mismatch,"reconstructed length=64, original length=76"
BanglaBERT,Integrated Gradients,784,word_reconstruction_mismatch,"reconstructed length=49, original length=61"
BanglaBERT,Integrated Gradients,785,word_reconstruction_mismatch,"reconstructed length=39, original length=48"
BanglaBERT,Integrated Gradients,786,word_reconstruction_mismatch,"reconstructed length=6, original length=7"
BanglaBERT,Integrated Gradients,787,word_reconstruction_mismatch,"reconstructed length=16, original length=18"
BanglaBERT,Integrated Gradients,788,word_reconstruction_mismatch,"reconstructed length=25, original length=30"
BanglaBERT,Integrated Gradients,789,word_reconstruction_mismatch,"reconstructed length=9, original length=10"
BanglaBERT,Integrated Gradients,790,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,791,word_reconstruction_mismatch,"reconstructed length=59, original length=71"
BanglaBERT,Integrated Gradients,792,word_reconstruction_mismatch,"reconstructed length=30, original length=35"
BanglaBERT,Integrated Gradients,793,word_reconstruction_mismatch,"reconstructed length=38, original length=45"
BanglaBERT,Integrated Gradients,794,word_reconstruction_mismatch,"reconstructed length=61, original length=75"
BanglaBERT,Integrated Gradients,795,word_reconstruction_mismatch,"reconstructed length=48, original length=57"
BanglaBERT,Integrated Gradients,796,word_reconstruction_mismatch,"reconstructed length=215, original length=260"
BanglaBERT,Integrated Gradients,797,word_reconstruction_mismatch,"reconstructed length=100, original length=122"
BanglaBERT,Integrated Gradients,798,word_reconstruction_mismatch,"reconstructed length=23, original length=26"
BanglaBERT,Integrated Gradients,799,word_reconstruction_mismatch,"reconstructed length=55, original length=64"
BanglaBERT,Integrated Gradients,800,word_reconstruction_mismatch,"reconstructed length=30, original length=37"
BanglaBERT,Integrated Gradients,801,word_reconstruction_mismatch,"reconstructed length=56, original length=70"
BanglaBERT,Integrated Gradients,802,word_reconstruction_mismatch,"reconstructed length=23, original length=27"
BanglaBERT,Integrated Gradients,803,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,804,word_reconstruction_mismatch,"reconstructed length=19, original length=22"
BanglaBERT,Integrated Gradients,805,word_reconstruction_mismatch,"reconstructed length=51, original length=61"
BanglaBERT,Integrated Gradients,806,word_reconstruction_mismatch,"reconstructed length=109, original length=129"
BanglaBERT,Integrated Gradients,807,word_reconstruction_mismatch,"reconstructed length=164, original length=200"
BanglaBERT,Integrated Gradients,808,word_reconstruction_mismatch,"reconstructed length=100, original length=122"
BanglaBERT,Integrated Gradients,809,word_reconstruction_mismatch,"reconstructed length=25, original length=29"
BanglaBERT,Integrated Gradients,810,word_reconstruction_mismatch,"reconstructed length=15, original length=17"
BanglaBERT,Integrated Gradients,811,word_reconstruction_mismatch,"reconstructed length=15, original length=16"
BanglaBERT,Integrated Gradients,812,word_reconstruction_mismatch,"reconstructed length=171, original length=208"
BanglaBERT,Integrated Gradients,813,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,814,word_reconstruction_mismatch,"reconstructed length=95, original length=118"
BanglaBERT,Integrated Gradients,815,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,816,word_reconstruction_mismatch,"reconstructed length=52, original length=60"
BanglaBERT,Integrated Gradients,817,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,818,word_reconstruction_mismatch,"reconstructed length=32, original length=37"
BanglaBERT,Integrated Gradients,819,word_reconstruction_mismatch,"reconstructed length=26, original length=29"
BanglaBERT,Integrated Gradients,820,word_reconstruction_mismatch,"reconstructed length=29, original length=36"
BanglaBERT,Integrated Gradients,821,word_reconstruction_mismatch,"reconstructed length=149, original length=186"
BanglaBERT,Integrated Gradients,822,word_reconstruction_mismatch,"reconstructed length=61, original length=71"
BanglaBERT,Integrated Gradients,823,word_reconstruction_mismatch,"reconstructed length=26, original length=32"
BanglaBERT,Integrated Gradients,824,word_reconstruction_mismatch,"reconstructed length=153, original length=188"
BanglaBERT,Integrated Gradients,825,word_reconstruction_mismatch,"reconstructed length=39, original length=48"
BanglaBERT,Integrated Gradients,826,word_reconstruction_mismatch,"reconstructed length=30, original length=37"
BanglaBERT,Integrated Gradients,827,word_reconstruction_mismatch,"reconstructed length=63, original length=76"
BanglaBERT,Integrated Gradients,828,word_reconstruction_mismatch,"reconstructed length=26, original length=33"
BanglaBERT,Integrated Gradients,829,word_reconstruction_mismatch,"reconstructed length=89, original length=106"
BanglaBERT,Integrated Gradients,830,word_reconstruction_mismatch,"reconstructed length=83, original length=101"
BanglaBERT,Integrated Gradients,831,word_reconstruction_mismatch,"reconstructed length=85, original length=105"
BanglaBERT,Integrated Gradients,832,word_reconstruction_mismatch,"reconstructed length=46, original length=55"
BanglaBERT,Integrated Gradients,833,word_reconstruction_mismatch,"reconstructed length=16, original length=19"
BanglaBERT,Integrated Gradients,834,word_reconstruction_mismatch,"reconstructed length=67, original length=82"
BanglaBERT,Integrated Gradients,835,word_reconstruction_mismatch,"reconstructed length=21, original length=24"
BanglaBERT,Integrated Gradients,836,word_reconstruction_mismatch,"reconstructed length=34, original length=40"
BanglaBERT,Integrated Gradients,837,word_reconstruction_mismatch,"reconstructed length=46, original length=52"
BanglaBERT,Integrated Gradients,838,word_reconstruction_mismatch,"reconstructed length=37, original length=44"
BanglaBERT,Integrated Gradients,839,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,841,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,842,word_reconstruction_mismatch,"reconstructed length=25, original length=30"
BanglaBERT,Integrated Gradients,843,word_reconstruction_mismatch,"reconstructed length=16, original length=21"
BanglaBERT,Integrated Gradients,844,word_reconstruction_mismatch,"reconstructed length=42, original length=52"
BanglaBERT,Integrated Gradients,845,word_reconstruction_mismatch,"reconstructed length=34, original length=40"
BanglaBERT,Integrated Gradients,846,word_reconstruction_mismatch,"reconstructed length=38, original length=45"
BanglaBERT,Integrated Gradients,847,word_reconstruction_mismatch,"reconstructed length=53, original length=61"
BanglaBERT,Integrated Gradients,848,word_reconstruction_mismatch,"reconstructed length=14, original length=16"
BanglaBERT,Integrated Gradients,849,word_reconstruction_mismatch,"reconstructed length=36, original length=40"
BanglaBERT,Integrated Gradients,850,word_reconstruction_mismatch,"reconstructed length=81, original length=95"
BanglaBERT,Integrated Gradients,851,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,852,word_reconstruction_mismatch,"reconstructed length=144, original length=167"
BanglaBERT,Integrated Gradients,853,word_reconstruction_mismatch,"reconstructed length=50, original length=61"
BanglaBERT,Integrated Gradients,854,word_reconstruction_mismatch,"reconstructed length=29, original length=35"
BanglaBERT,Integrated Gradients,855,word_reconstruction_mismatch,"reconstructed length=25, original length=28"
BanglaBERT,Integrated Gradients,856,word_reconstruction_mismatch,"reconstructed length=18, original length=20"
BanglaBERT,Integrated Gradients,857,word_reconstruction_mismatch,"reconstructed length=88, original length=108"
BanglaBERT,Integrated Gradients,858,word_reconstruction_mismatch,"reconstructed length=23, original length=28"
BanglaBERT,Integrated Gradients,859,word_reconstruction_mismatch,"reconstructed length=58, original length=70"
BanglaBERT,Integrated Gradients,860,word_reconstruction_mismatch,"reconstructed length=23, original length=26"
BanglaBERT,Integrated Gradients,861,word_reconstruction_mismatch,"reconstructed length=35, original length=41"
BanglaBERT,Integrated Gradients,862,word_reconstruction_mismatch,"reconstructed length=112, original length=138"
BanglaBERT,Integrated Gradients,863,word_reconstruction_mismatch,"reconstructed length=63, original length=75"
BanglaBERT,Integrated Gradients,864,word_reconstruction_mismatch,"reconstructed length=109, original length=128"
BanglaBERT,Integrated Gradients,865,word_reconstruction_mismatch,"reconstructed length=131, original length=159"
BanglaBERT,Integrated Gradients,866,word_reconstruction_mismatch,"reconstructed length=369, original length=453"
BanglaBERT,Integrated Gradients,867,word_reconstruction_mismatch,"reconstructed length=13, original length=16"
BanglaBERT,Integrated Gradients,868,word_reconstruction_mismatch,"reconstructed length=78, original length=93"
BanglaBERT,Integrated Gradients,869,word_reconstruction_mismatch,"reconstructed length=20, original length=23"
BanglaBERT,Integrated Gradients,870,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,871,word_reconstruction_mismatch,"reconstructed length=43, original length=51"
BanglaBERT,Integrated Gradients,872,word_reconstruction_mismatch,"reconstructed length=21, original length=25"
BanglaBERT,Integrated Gradients,873,word_reconstruction_mismatch,"reconstructed length=71, original length=84"
BanglaBERT,Integrated Gradients,874,word_reconstruction_mismatch,"reconstructed length=30, original length=36"
BanglaBERT,Integrated Gradients,875,word_reconstruction_mismatch,"reconstructed length=21, original length=26"
BanglaBERT,Integrated Gradients,876,word_reconstruction_mismatch,"reconstructed length=81, original length=98"
BanglaBERT,Integrated Gradients,877,word_reconstruction_mismatch,"reconstructed length=28, original length=33"
BanglaBERT,Integrated Gradients,878,word_reconstruction_mismatch,"reconstructed length=227, original length=274"
BanglaBERT,Integrated Gradients,879,word_reconstruction_mismatch,"reconstructed length=117, original length=137"
BanglaBERT,Integrated Gradients,880,word_reconstruction_mismatch,"reconstructed length=20, original length=24"
BanglaBERT,Integrated Gradients,881,word_reconstruction_mismatch,"reconstructed length=41, original length=50"
BanglaBERT,Integrated Gradients,882,word_reconstruction_mismatch,"reconstructed length=94, original length=114"
BanglaBERT,Integrated Gradients,883,word_reconstruction_mismatch,"reconstructed length=116, original length=142"
BanglaBERT,Integrated Gradients,884,word_reconstruction_mismatch,"reconstructed length=108, original length=135"
BanglaBERT,Integrated Gradients,885,word_reconstruction_mismatch,"reconstructed length=14, original length=15"
BanglaBERT,Integrated Gradients,886,word_reconstruction_mismatch,"reconstructed length=36, original length=42"
BanglaBERT,Integrated Gradients,887,word_reconstruction_mismatch,"reconstructed length=18, original length=21"
BanglaBERT,Integrated Gradients,888,word_reconstruction_mismatch,"reconstructed length=51, original length=73"
BanglaBERT,Integrated Gradients,889,word_reconstruction_mismatch,"reconstructed length=112, original length=140"
BanglaBERT,Integrated Gradients,890,word_reconstruction_mismatch,"reconstructed length=44, original length=54"
BanglaBERT,Integrated Gradients,891,word_reconstruction_mismatch,"reconstructed length=50, original length=57"
BanglaBERT,Integrated Gradients,892,word_reconstruction_mismatch,"reconstructed length=133, original length=167"
BanglaBERT,Integrated Gradients,893,word_reconstruction_mismatch,"reconstructed length=14, original length=16"
BanglaBERT,Integrated Gradients,894,word_reconstruction_mismatch,"reconstructed length=32, original length=39"
BanglaBERT,Integrated Gradients,895,word_reconstruction_mismatch,"reconstructed length=73, original length=89"
BanglaBERT,Integrated Gradients,896,word_reconstruction_mismatch,"reconstructed length=26, original length=30"
BanglaBERT,Integrated Gradients,897,word_reconstruction_mismatch,"reconstructed length=37, original length=44"
BanglaBERT,Integrated Gradients,898,word_reconstruction_mismatch,"reconstructed length=18, original length=22"
BanglaBERT,Integrated Gradients,899,word_reconstruction_mismatch,"reconstructed length=11, original length=12"
BanglaBERT,Integrated Gradients,900,word_reconstruction_mismatch,"reconstructed length=33, original length=39"
BanglaBERT,Integrated Gradients,901,word_reconstruction_mismatch,"reconstructed length=35, original length=39"
BanglaBERT,Integrated Gradients,902,word_reconstruction_mismatch,"reconstructed length=36, original length=43"
BanglaBERT,Integrated Gradients,903,word_reconstruction_mismatch,"reconstructed length=18, original length=22"
BanglaBERT,Integrated Gradients,904,word_reconstruction_mismatch,"reconstructed length=51, original length=65"
BanglaBERT,Integrated Gradients,905,word_reconstruction_mismatch,"reconstructed length=36, original length=45"
BanglaBERT,Integrated Gradients,906,word_reconstruction_mismatch,"reconstructed length=27, original length=33"
BanglaBERT,Integrated Gradients,907,word_reconstruction_mismatch,"reconstructed length=28, original length=33"
BanglaBERT,Integrated Gradients,908,word_reconstruction_mismatch,"reconstructed length=8, original length=9"
BanglaBERT,Integrated Gradients,909,word_reconstruction_mismatch,"reconstructed length=263, original length=319"
BanglaBERT,Integrated Gradients,910,word_reconstruction_mismatch,"reconstructed length=16, original length=18"
BanglaBERT,Integrated Gradients,911,word_reconstruction_mismatch,"reconstructed length=28, original length=33"
BanglaBERT,Integrated Gradients,912,word_reconstruction_mismatch,"reconstructed length=84, original length=101"
BanglaBERT,Integrated Gradients,913,word_reconstruction_mismatch,"reconstructed length=38, original length=46"
BanglaBERT,Integrated Gradients,914,word_reconstruction_mismatch,"reconstructed length=42, original length=52"
BanglaBERT,Integrated Gradients,915,word_reconstruction_mismatch,"reconstructed length=19, original length=22"
BanglaBERT,Integrated Gradients,916,word_reconstruction_mismatch,"reconstructed length=61, original length=76"
BanglaBERT,Integrated Gradients,917,word_reconstruction_mismatch,"reconstructed length=44, original length=51"
BanglaBERT,Integrated Gradients,918,word_reconstruction_mismatch,"reconstructed length=116, original length=150"
BanglaBERT,Integrated Gradients,919,word_reconstruction_mismatch,"reconstructed length=13, original length=15"
BanglaBERT,Integrated Gradients,920,word_reconstruction_mismatch,"reconstructed length=32, original length=39"
BanglaBERT,Integrated Gradients,921,word_reconstruction_mismatch,"reconstructed length=25, original length=30"
BanglaBERT,Integrated Gradients,922,word_reconstruction_mismatch,"reconstructed length=63, original length=74"
BanglaBERT,Integrated Gradients,923,word_reconstruction_mismatch,"reconstructed length=9, original length=10"
BanglaBERT,Integrated Gradients,924,word_reconstruction_mismatch,"reconstructed length=83, original length=99"
BanglaBERT,Integrated Gradients,925,word_reconstruction_mismatch,"reconstructed length=80, original length=97"
BanglaBERT,Integrated Gradients,926,word_reconstruction_mismatch,"reconstructed length=11, original length=13"
BanglaBERT,Integrated Gradients,927,word_reconstruction_mismatch,"reconstructed length=52, original length=62"
BanglaBERT,Integrated Gradients,928,word_reconstruction_mismatch,"reconstructed length=78, original length=94"
BanglaBERT,Integrated Gradients,929,word_reconstruction_mismatch,"reconstructed length=44, original length=51"
BanglaBERT,Integrated Gradients,930,word_reconstruction_mismatch,"reconstructed length=63, original length=73"
